date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:21:20	892/892	------	200	untouched ('')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:05:15%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-400-italic-greek-ext.woff2	C:/My%20Web%20Sites/class2/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-400-italic-greek-ext.woff2	(from https://www.classcentral.com/)
17:21:20	988/988	------	200	untouched ('')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:06:36%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-400-italic-greek.woff2	C:/My%20Web%20Sites/class2/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-400-italic-greek.woff2	(from https://www.classcentral.com/)
17:21:20	7568/7568	------	429	error ('Too%20Many%20Requests')	text/html	date:Sat,%2025%20Feb%202023%2014:15:54%20GMT	https://www.classcentral.com/subject/maths	C:/My%20Web%20Sites/class2/www.classcentral.com/subject/maths.28.delayed	(from https://www.classcentral.com/)
17:21:20	4464/4464	------	200	untouched ('')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:05:15%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-400-italic-vietnamese.woff2	C:/My%20Web%20Sites/class2/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-400-italic-vietnamese.woff2	(from https://www.classcentral.com/)
17:21:20	10164/10164	------	200	untouched ('')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:06:36%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-400-italic-latin-ext.woff2	C:/My%20Web%20Sites/class2/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-400-italic-latin-ext.woff2	(from https://www.classcentral.com/)
17:21:20	12656/12656	------	200	untouched ('')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:06:36%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-400-italic-latin.woff2	C:/My%20Web%20Sites/class2/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-400-italic-latin.woff2	(from https://www.classcentral.com/)
17:21:20	156/156	------	429	error ('Too%20Many%20Requests')	text/html	date:Sat,%2025%20Feb%202023%2014:15:54%20GMT	https://www.classcentral.com/subject/business	C:/My%20Web%20Sites/class2/www.classcentral.com/subject/business.29.delayed	(from https://www.classcentral.com/)
17:21:20	5360/5360	------	200	untouched ('')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:05:15%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-400-regular-cyrillic-ext.woff2	C:/My%20Web%20Sites/class2/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-400-regular-cyrillic-ext.woff2	(from https://www.classcentral.com/)
17:21:20	7748/7748	------	200	untouched ('')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:05:15%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-400-regular-cyrillic.woff2	C:/My%20Web%20Sites/class2/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-400-regular-cyrillic.woff2	(from https://www.classcentral.com/)
17:21:20	6348/6348	------	200	untouched ('')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:05:15%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-400-regular-greek-ext.woff2	C:/My%20Web%20Sites/class2/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-400-regular-greek-ext.woff2	(from https://www.classcentral.com/)
17:21:20	7612/7612	------	429	error ('Too%20Many%20Requests')	text/html	date:Sat,%2025%20Feb%202023%2014:15:55%20GMT	https://www.classcentral.com/subject/humanities	C:/My%20Web%20Sites/class2/www.classcentral.com/subject/humanities.2a.delayed	(from https://www.classcentral.com/)
17:21:20	6840/6840	------	200	untouched ('')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:06:36%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-400-regular-greek.woff2	C:/My%20Web%20Sites/class2/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-400-regular-greek.woff2	(from https://www.classcentral.com/)
17:21:20	4672/4672	------	200	untouched ('')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:05:15%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-400-regular-vietnamese.woff2	C:/My%20Web%20Sites/class2/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-400-regular-vietnamese.woff2	(from https://www.classcentral.com/)
17:21:20	12352/12352	------	200	untouched ('')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:05:15%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-400-regular-latin-ext.woff2	C:/My%20Web%20Sites/class2/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-400-regular-latin-ext.woff2	(from https://www.classcentral.com/)
17:21:20	156/156	------	429	error ('Too%20Many%20Requests')	text/html	date:Sat,%2025%20Feb%202023%2014:15:55%20GMT	https://www.classcentral.com/subject/engineering	C:/My%20Web%20Sites/class2/www.classcentral.com/subject/engineering.2b.delayed	(from https://www.classcentral.com/)
17:21:20	13324/13324	------	200	untouched ('')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:06:36%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-400-regular-latin.woff2	C:/My%20Web%20Sites/class2/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-400-regular-latin.woff2	(from https://www.classcentral.com/)
17:21:20	5268/5268	------	200	untouched ('')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:05:15%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-600-semibold-cyrillic-ext.woff2	C:/My%20Web%20Sites/class2/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-600-semibold-cyrillic-ext.woff2	(from https://www.classcentral.com/)
17:21:20	7584/7584	------	200	untouched ('')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:06:36%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-600-semibold-cyrillic.woff2	C:/My%20Web%20Sites/class2/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-600-semibold-cyrillic.woff2	(from https://www.classcentral.com/)
17:21:20	6320/6320	------	200	untouched ('')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:06:36%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-600-semibold-greek-ext.woff2	C:/My%20Web%20Sites/class2/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-600-semibold-greek-ext.woff2	(from https://www.classcentral.com/)
17:21:20	6644/6644	------	200	untouched ('')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:06:36%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-600-semibold-greek.woff2	C:/My%20Web%20Sites/class2/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-600-semibold-greek.woff2	(from https://www.classcentral.com/)
17:21:20	4568/4568	------	200	untouched ('')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:05:15%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-600-semibold-vietnamese.woff2	C:/My%20Web%20Sites/class2/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-600-semibold-vietnamese.woff2	(from https://www.classcentral.com/)
17:21:20	156/156	------	429	error ('Too%20Many%20Requests')	text/html	date:Sat,%2025%20Feb%202023%2014:15:55%20GMT	https://www.classcentral.com/subject/science	C:/My%20Web%20Sites/class2/www.classcentral.com/subject/science.2c.delayed	(from https://www.classcentral.com/)
17:21:20	12160/12160	------	200	untouched ('')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:05:15%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-600-semibold-latin-ext.woff2	C:/My%20Web%20Sites/class2/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-600-semibold-latin-ext.woff2	(from https://www.classcentral.com/)
17:21:20	13108/13108	------	200	untouched ('')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:05:15%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-600-semibold-latin.woff2	C:/My%20Web%20Sites/class2/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-600-semibold-latin.woff2	(from https://www.classcentral.com/)
17:21:20	5224/5224	------	200	untouched ('')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:06:36%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-700-bold-cyrillic-ext.woff2	C:/My%20Web%20Sites/class2/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-700-bold-cyrillic-ext.woff2	(from https://www.classcentral.com/)
17:21:20	156/156	------	429	error ('Too%20Many%20Requests')	text/html	date:Sat,%2025%20Feb%202023%2014:15:56%20GMT	https://www.classcentral.com/subject/education	C:/My%20Web%20Sites/class2/www.classcentral.com/subject/education.2d.delayed	(from https://www.classcentral.com/)
17:21:20	7484/7484	------	200	untouched ('')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:05:15%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-700-bold-cyrillic.woff2	C:/My%20Web%20Sites/class2/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-700-bold-cyrillic.woff2	(from https://www.classcentral.com/)
17:21:20	6244/6244	------	200	untouched ('')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:06:36%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-700-bold-greek-ext.woff2	C:/My%20Web%20Sites/class2/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-700-bold-greek-ext.woff2	(from https://www.classcentral.com/)
17:21:20	6696/6696	------	200	untouched ('')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:05:15%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-700-bold-greek.woff2	C:/My%20Web%20Sites/class2/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-700-bold-greek.woff2	(from https://www.classcentral.com/)
17:21:20	156/156	------	429	error ('Too%20Many%20Requests')	text/html	date:Sat,%2025%20Feb%202023%2014:15:56%20GMT	https://www.classcentral.com/subject/social-sciences	C:/My%20Web%20Sites/class2/www.classcentral.com/subject/social-sciences.2e.delayed	(from https://www.classcentral.com/)
17:21:20	4572/4572	------	200	untouched ('')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:06:36%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-700-bold-vietnamese.woff2	C:/My%20Web%20Sites/class2/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-700-bold-vietnamese.woff2	(from https://www.classcentral.com/)
17:21:20	12168/12168	------	200	untouched ('')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:05:15%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-700-bold-latin-ext.woff2	C:/My%20Web%20Sites/class2/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-700-bold-latin-ext.woff2	(from https://www.classcentral.com/)
17:21:20	12976/12976	------	200	untouched ('')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:06:36%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-700-bold-latin.woff2	C:/My%20Web%20Sites/class2/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-700-bold-latin.woff2	(from https://www.classcentral.com/)
17:21:20	156/156	------	429	error ('Too%20Many%20Requests')	text/html	date:Sat,%2025%20Feb%202023%2014:15:57%20GMT	https://www.classcentral.com/subject/art-and-design	C:/My%20Web%20Sites/class2/www.classcentral.com/subject/art-and-design.2f.delayed	(from https://www.classcentral.com/)
17:21:20	990/990	------	200	untouched ('')	image/png	date:Thu,%2023%20Feb%202023%2002:06:36%20GMT	https://www.classcentral.com/images/fade-gradient.png	C:/My%20Web%20Sites/class2/www.classcentral.com/images/fade-gradient.png	(from https://www.classcentral.com/)
17:21:20	600448/600448	------	200	untouched ('OK')	text/html	date:Sat,%2025%20Feb%202023%2014:15:49%20GMT	https://www.classcentral.com/rankings	C:/My%20Web%20Sites/class2/www.classcentral.com/rankings.html	(from https://www.classcentral.com/)
17:21:20	593262/593262	------	200	untouched ('OK')	text/html	date:Sat,%2025%20Feb%202023%2014:15:50%20GMT	https://www.classcentral.com/collections	C:/My%20Web%20Sites/class2/www.classcentral.com/collections.html	(from https://www.classcentral.com/)
17:21:20	156/156	------	429	error ('Too%20Many%20Requests')	text/html	date:Sat,%2025%20Feb%202023%2014:15:57%20GMT	https://www.classcentral.com/subject/data-science	C:/My%20Web%20Sites/class2/www.classcentral.com/subject/data-science.30.delayed	(from https://www.classcentral.com/)
17:21:20	575740/575740	------	200	untouched ('OK')	text/html	date:Sat,%2025%20Feb%202023%2014:15:51%20GMT	https://www.classcentral.com/subjects	C:/My%20Web%20Sites/class2/www.classcentral.com/subjects.html	(from https://www.classcentral.com/)
17:21:20	892338/892338	------	200	untouched ('OK')	text/html	date:Sat,%2025%20Feb%202023%2014:15:52%20GMT	https://www.classcentral.com/subject/cs	C:/My%20Web%20Sites/class2/www.classcentral.com/subject/cs.html	(from https://www.classcentral.com/)
17:21:20	848285/848285	------	200	untouched ('OK')	text/html	date:Sat,%2025%20Feb%202023%2014:15:53%20GMT	https://www.classcentral.com/subject/health	C:/My%20Web%20Sites/class2/www.classcentral.com/subject/health.html	(from https://www.classcentral.com/)
17:21:20	156/156	------	429	error ('Too%20Many%20Requests')	text/html	date:Sat,%2025%20Feb%202023%2014:15:58%20GMT	https://www.classcentral.com/subject/programming-and-software-development	C:/My%20Web%20Sites/class2/www.classcentral.com/subject/programming-and-software-development.31.delayed	(from https://www.classcentral.com/)
17:21:20	156/156	------	429	error ('Too%20Many%20Requests')	text/html	date:Sat,%2025%20Feb%202023%2014:15:58%20GMT	https://www.classcentral.com/subject/personal-development	C:/My%20Web%20Sites/class2/www.classcentral.com/subject/personal-development.32.delayed	(from https://www.classcentral.com/)
17:21:20	156/156	------	429	error ('Too%20Many%20Requests')	text/html	date:Sat,%2025%20Feb%202023%2014:15:59%20GMT	https://www.classcentral.com/subject/infosec	C:/My%20Web%20Sites/class2/www.classcentral.com/subject/infosec.33.delayed	(from https://www.classcentral.com/)
17:21:20	156/156	------	302	error ('Found')	text/html	date:Sat,%2025%20Feb%202023%2014:16:13%20GMT	https://www.classcentral.com/new-online-courses	C:/My%20Web%20Sites/class2/www.classcentral.com/new-online-courses.44.delayed	(from https://www.classcentral.com/)
17:21:20	3026943/3026943	------	200	untouched ('OK')	text/html	date:Sat,%2025%20Feb%202023%2014:16:00%20GMT	https://www.classcentral.com/universities	C:/My%20Web%20Sites/class2/www.classcentral.com/universities.html	(from https://www.classcentral.com/)
17:21:20	838464/838464	------	200	untouched ('OK')	text/html	date:Sat,%2025%20Feb%202023%2014:16:03%20GMT	https://www.classcentral.com/collection/top-free-online-courses	C:/My%20Web%20Sites/class2/www.classcentral.com/collection/top-free-online-courses.html	(from https://www.classcentral.com/)
17:21:20	4282/4282	------	200	untouched ('')	image/png	date:Sat,%2025%20Feb%202023%2009:42:54%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fbest-courses%2Fmini-banner-best-of-all-time.png?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=d9866ee3df3a50272132b746506802ee	C:/My%20Web%20Sites/class2/ccweb.imgix.net/https_/www.classcentral.com/images/best-courses/mini-banner-best-of-all-time3e68.png	(from https://www.classcentral.com/)
17:21:20	486/486	------	302	error ('Found')	text/html	date:Sat,%2025%20Feb%202023%2014:16:14%20GMT	https://www.classcentral.com/most-popular-courses	C:/My%20Web%20Sites/class2/www.classcentral.com/most-popular-courses.46.delayed	(from https://www.classcentral.com/)
17:21:20	33057/33057	------	200	untouched ('')	image/png	date:Sat,%2025%20Feb%202023%2004:30:04%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fbest-courses%2Fmini-banner-best-of-all-time.png?auto=format&h=420&ixlib=php-3.3.1&s=11c7448eb8908a8cc785e26ec27de650	C:/My%20Web%20Sites/class2/ccweb.imgix.net/https_/www.classcentral.com/images/best-courses/mini-banner-best-of-all-timec7ac.png	(from https://www.classcentral.com/)
17:21:20	7664/7664	------	429	error ('Too%20Many%20Requests')	text/html	date:Sat,%2025%20Feb%202023%2014:16:18%20GMT	https://www.classcentral.com/subject/information-technology	C:/My%20Web%20Sites/class2/www.classcentral.com/subject/information-technology.4a.delayed	(from https://www.classcentral.com/)
17:21:20	4168/4168	------	200	untouched ('')	image/png	date:Tue,%2011%20Oct%202022%2014:19:28%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fbest-courses%2Fmini-banner-most-popular-of-all-time.png?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=6b9b3ca668420c3d807c332c51ee7f2c	C:/My%20Web%20Sites/class2/ccweb.imgix.net/https_/www.classcentral.com/images/best-courses/mini-banner-most-popular-of-all-time0931.png	(from https://www.classcentral.com/)
17:21:20	7651/7651	------	429	error ('Too%20Many%20Requests')	text/html	date:Sat,%2025%20Feb%202023%2014:16:18%20GMT	https://www.classcentral.com/subject/computer-networking	C:/My%20Web%20Sites/class2/www.classcentral.com/subject/computer-networking.4b.delayed	(from https://www.classcentral.com/)
17:21:20	35437/35437	------	200	untouched ('')	image/png	date:Sat,%2025%20Feb%202023%2012:06:37%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fbest-courses%2Fmini-banner-most-popular-of-all-time.png?auto=format&h=420&ixlib=php-3.3.1&s=8ddc221d6528da20924c85c064e17572	C:/My%20Web%20Sites/class2/ccweb.imgix.net/https_/www.classcentral.com/images/best-courses/mini-banner-most-popular-of-all-time45d9.png	(from https://www.classcentral.com/)
17:21:20	7617/7617	------	429	error ('Too%20Many%20Requests')	text/html	date:Sat,%2025%20Feb%202023%2014:16:19%20GMT	https://www.classcentral.com/subject/machine-learning	C:/My%20Web%20Sites/class2/www.classcentral.com/subject/machine-learning.4c.delayed	(from https://www.classcentral.com/)
17:21:20	156/156	------	429	error ('Too%20Many%20Requests')	text/html	date:Sat,%2025%20Feb%202023%2014:16:19%20GMT	https://www.classcentral.com/subject/devops	C:/My%20Web%20Sites/class2/www.classcentral.com/subject/devops.4d.delayed	(from https://www.classcentral.com/)
17:21:21	156/156	------	429	error ('Too%20Many%20Requests')	text/html	date:Sat,%2025%20Feb%202023%2014:16:21%20GMT	https://www.classcentral.com/subject/cryptography	C:/My%20Web%20Sites/class2/www.classcentral.com/subject/cryptography.4f.delayed	(from https://www.classcentral.com/)
17:21:22	156/156	------	429	error ('Too%20Many%20Requests')	text/html	date:Sat,%2025%20Feb%202023%2014:16:21%20GMT	https://www.classcentral.com/subject/quantum-computing	C:/My%20Web%20Sites/class2/www.classcentral.com/subject/quantum-computing.50.delayed	(from https://www.classcentral.com/)
17:21:22	816786/816786	------	200	untouched ('OK')	text/html	date:Sat,%2025%20Feb%202023%2014:16:06%20GMT	https://www.classcentral.com/collection/ivy-league-moocs	C:/My%20Web%20Sites/class2/www.classcentral.com/collection/ivy-league-moocs.html	(from https://www.classcentral.com/)
17:21:22	6215/6215	------	200	untouched ('')	image/jpeg	date:Wed,%2004%20Jan%202023%2012:57:49%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-ivy-league-moocs-social.jpg?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=0d3af0d0d31cdbdc684a726b330a759f	C:/My%20Web%20Sites/class2/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-ivy-league-moocs-social5b92.jpg	(from https://www.classcentral.com/)
17:21:22	156/156	------	429	error ('Too%20Many%20Requests')	text/html	date:Sat,%2025%20Feb%202023%2014:16:23%20GMT	https://www.classcentral.com/subject/hci	C:/My%20Web%20Sites/class2/www.classcentral.com/subject/hci.51.delayed	(from https://www.classcentral.com/)
17:21:22	50744/50744	------	200	untouched ('')	image/jpeg	date:Sat,%2025%20Feb%202023%2010:26:09%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-ivy-league-moocs-social.jpg?auto=format&h=420&ixlib=php-3.3.1&s=c49b305f32e1e971696b9852e3971c6b	C:/My%20Web%20Sites/class2/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-ivy-league-moocs-social1fe9.jpg	(from https://www.classcentral.com/)
17:21:22	156/156	------	429	error ('Too%20Many%20Requests')	text/html	date:Sat,%2025%20Feb%202023%2014:16:25%20GMT	https://www.classcentral.com/subject/blockchain	C:/My%20Web%20Sites/class2/www.classcentral.com/subject/blockchain.53.delayed	(from https://www.classcentral.com/)
17:21:23	7641/7641	------	429	error ('Too%20Many%20Requests')	text/html	date:Sat,%2025%20Feb%202023%2014:16:25%20GMT	https://www.classcentral.com/subject/operating-systems	C:/My%20Web%20Sites/class2/www.classcentral.com/subject/operating-systems.54.delayed	(from https://www.classcentral.com/)
17:21:23	5751/5751	------	200	untouched ('')	image/png	date:Fri,%2024%20Feb%202023%2023:43:38%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-coursera-free-courses.png?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=dbef6e5a11e80f652ab6a5ce5eb593b8	C:/My%20Web%20Sites/class2/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-coursera-free-coursesd038.png	(from https://www.classcentral.com/)
17:21:23	96645/96645	------	200	untouched ('')	image/png	date:Fri,%2024%20Feb%202023%2020:51:07%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-coursera-free-courses.png?auto=format&h=420&ixlib=php-3.3.1&s=9044610de77ddba19697f770dd2531c7	C:/My%20Web%20Sites/class2/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-coursera-free-courses08e8.png	(from https://www.classcentral.com/)
17:21:23	156/156	------	429	error ('Too%20Many%20Requests')	text/html	date:Sat,%2025%20Feb%202023%2014:16:26%20GMT	https://www.classcentral.com/subject/computer-graphics	C:/My%20Web%20Sites/class2/www.classcentral.com/subject/computer-graphics.55.delayed	(from https://www.classcentral.com/)
17:21:24	156/156	------	429	error ('Too%20Many%20Requests')	text/html	date:Sat,%2025%20Feb%202023%2014:16:27%20GMT	https://www.classcentral.com/subject/disease-and-disorders	C:/My%20Web%20Sites/class2/www.classcentral.com/subject/disease-and-disorders.57.delayed	(from https://www.classcentral.com/)
17:21:24	6083/6083	------	200	untouched ('')	image/png	date:Sat,%2025%20Feb%202023%2010:03:01%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-free-certificates.png?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=f880669c2a69683d851d6be4ee71652e	C:/My%20Web%20Sites/class2/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-free-certificates7462.png	(from https://www.classcentral.com/)
17:21:24	7625/7625	------	429	error ('Too%20Many%20Requests')	text/html	date:Sat,%2025%20Feb%202023%2014:16:28%20GMT	https://www.classcentral.com/subject/public-health	C:/My%20Web%20Sites/class2/www.classcentral.com/subject/public-health.58.delayed	(from https://www.classcentral.com/)
17:21:24	93874/93874	------	200	untouched ('')	image/png	date:Sat,%2025%20Feb%202023%2010:26:10%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-free-certificates.png?auto=format&h=420&ixlib=php-3.3.1&s=bc50a602c38dbf30802649312c6a4474	C:/My%20Web%20Sites/class2/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-free-certificatesbc95.png	(from https://www.classcentral.com/)
17:21:24	156/156	------	429	error ('Too%20Many%20Requests')	text/html	date:Sat,%2025%20Feb%202023%2014:16:29%20GMT	https://www.classcentral.com/subject/health-care	C:/My%20Web%20Sites/class2/www.classcentral.com/subject/health-care.59.delayed	(from https://www.classcentral.com/)
